True_Regime,Pattern,F_T,F_S,F_I,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
R1,Composite,0.9997627684986004,0.9952028938900228,0.8687676000958717,48,50,48.0,96.0,500,0.380384199201913,4.8194611226527765e-05,19.170892584502838,4.614037392067346,1.2300393165618186,,,
R2,Seasonal,0.6103910051867325,0.9525275691445708,,48,50,48.0,96.0,500,0.0,0.0,22.661961267148953,7.954190801106171,1.359941567269101,,,
R3,Stationary_AR,0.03866327728546015,0.2416510795651159,,None,50,,,500,0.0,0.0,0.0,0.0,5.0,0.42569747487892917,,
R4,Trending_ExponentialGrowth,0.9814854963278458,0.3923007647446266,0.41542880387434755,None,24,,,500,,,0.0,0.0,1.372753839566128,,,
R1,Composite,0.9983855821652294,0.9980088945825415,0.9615822374345846,36,36,36.0,72.0,500,0.11731087852476967,-3.308490344153283e-05,18.574672560306894,7.954653736248674,0.8863231730764659,,,
R2,Seasonal,0.6513601222784484,0.9771156214959106,,36,36,36.0,72.0,500,0.0,0.0,26.656638037381516,6.899450580926633,1.795462131944924,,,
R3,Stationary_WN,0.14727454649410088,0.2236290553466569,,None,4,,,500,0.0,0.0,0.0,0.0,6.259551963793583,,,
R4,Trending_RandomWalkDrift,0.9994045092106637,0.6405062829175054,0.8476436685437261,None,24,,,500,,,0.0,0.0,0.8440916178494421,,,-0.30821753492194337
R1,Composite,0.9997304374899609,0.9961778378185647,0.960590218651381,12,12,12.0,24.0,500,-0.183702487104339,3.8360060453055185e-05,8.934427216276974,5.4712509092211885,0.5825721580352772,,,
R2,Seasonal,0.7004046056198292,0.9807315687794811,,12,12,12.0,24.0,500,0.0,0.0,28.943058720127095,7.251701743616578,1.6577540528451649,,,
R3,Stationary_WN,0.11317634928144671,0.27839901314893223,,None,11,,,500,0.0,0.0,0.0,0.0,9.74721127128213,,,
R4,Trending_RandomWalkDrift,0.9997313543821675,0.5981580607873453,0.8516939251058625,None,24,,,500,,,0.0,0.0,1.3194278536703652,,,0.46223285502925293
R1,Composite,0.9987809423236633,0.9962025882659827,0.5622085584329997,24,24,24.0,48.0,500,0.2037485710928782,-2.1910166146889776e-05,22.266535201670802,2.1919667608659483,1.4401798347292414,,,
R2,Seasonal,0.6877429301931416,0.9769487332740446,,24,24,24.0,48.0,500,0.0,0.0,23.760610379039626,6.554535040170992,0.8783036032389964,,,
R3,Stationary_AR,0.04881405069167166,0.24812870730091696,,None,71,,,500,0.0,0.0,0.0,0.0,5.0,0.6817327662198067,,
R4,Trending_ExponentialGrowth,0.999794804329241,0.38259258877885305,0.44397706602830855,None,24,,,500,,,0.0,0.0,0.7427149867985832,,,
R1,Composite,0.9996941645263365,0.9950283389266333,0.8032424311458383,36,36,36.0,72.0,500,0.268869947907037,-1.9492708168155643e-05,13.019430711461556,3.1612602394374356,1.0538402922287362,,,
R2,Seasonal,0.6472365432352132,0.9406811117728874,,36,36,36.0,72.0,500,0.0,0.0,15.031979395296505,6.175720862224661,1.5810018011902092,,,
R3,Stationary_WN,0.18721184012683023,0.17492227253906345,,None,3,,,500,0.0,0.0,0.0,0.0,6.066192728054235,,,
R4,Trending_MeanShift,0.9999538080559472,0.9998141313043675,0.0,None,250,,,500,,,0.0,0.0,0.7520056712113828,,250.0,
